Course Code,Title,GERs,Description,Units,Grading,Component,Days,Time,Location,Instructors,Final Exam
HISTORY209F,Maps in the Early Modern World (HISTORY 309F),,"The significance of cartographic enterprise across the early modern world. Political, economic, and epistemological imperatives that drove the proliferation of nautical charts, domain surveys, city plans, atlases, and globes; the types of work such artifacts performed for their patrons, viewers, and subjects. Contributions of indigenous knowledge to imperial maps; the career of the map in commerce, surveillance, diplomacy, conquest, and indoctrination. Sources include recent research from Asia, Europe, and the Americas.",4-5,Letter (ABCD/NP),COL,"Tuesday, Thursday",1:30:00 PM - 2:50:00 PM,200-124,Karen Wigen,No
HISTORY209S,Research Seminar for Majors,,"Required of History majors. How to conduct original, historical research and analysis, including methods such as using the libraries and archives at Stanford and elsewhere, and working collaboratively to frame topics, identify sources, and develop analyses. Autumn quarter: Professor Allyson Hobbs' section will focus on American Identities; Professor Ana Minian's section will focus on the Twentieth Century; and Professor Rowan Dorin's section will focus on Honors Topics. Winter quarter: Professor Nancy Kollmann's section will focus on Early Modern History; and Professor Steven Zipperstein's section will be Open Topic. Spring quarter: Professor Laura Stokes' section will focus on Crime and Punishment in Early Modern Europe and America.  This course requires a permission number to enroll. Please email Kai Dowding at kdowding@stanford.edu for the permission number.",5,Letter (ABCD/NP),RES,Thursday,3:00:00 PM - 5:50:00 PM,120-314,Ana Raquel Minian Andjel,No
HISTORY222B,The Baltic World (REES 222B),,"What makes a small, shallow and cold sea surrounded by very poor farming land stand out? Can we talk about a sea surrounded by nine countries as a single unit? This course traces and analyzes the interconnectedness and interdependence that shaped the region, side by side with the  cataclysms that repeatedly fragmented it from the Viking marauders; warring empires; WWI and the Russian Revolution; WWII and the totalitarian nightmare of Nazi &amp; Soviet policies; the Cold War and present-day geopolitics.",3-5,Letter or Credit/No Credit,COL,Thursday,1:30:00 PM - 4:20:00 PM,200-217,Amir Weiner,No
HISTORY229C,"Political Exhumations: Killing Sites in Comparative Perspective (ANTHRO 137D, ARCHLGY 137, ARCHLGY 237, DLCL 237, HISTORY 329C, REES 237C)",,"The course discusses the politics and practices of exhumation of individual and mass graves. The problem of exhumations will be considered as a distinct socio-political phenomenon characteristic of contemporary times and related to transitional justice. The course will offer analysis of case studies of political exhumations of victims of the Dirty War in Argentina, ethnic cleansing in former Yugoslavia, the Holocaust, communist violence in Poland, the Rwandan genocide, the Spanish Civil War, and the war in Ukraine. The course will make use of new interpretations of genocide studies, research of mass graves, such as environmental and forensic approaches.",3-5,Letter or Credit/No Credit,COL,Wednesday,4:30:00 PM - 7:20:00 PM,,Ewa Domanska,No
HISTORY231G,"European Reformations, 1500-1650","GER:DB-Hum, WAY-A-II, WAY-SI","This course explores the religious, political, and social upheavals that transformed Europe in the 16th century. Against the backdrop of the Renaissance and the spread of the printing press, deep conflicts over ritual practice, theological doctrine, and church structure both reflected and engendered societal tensions. These disputes did more than reshape religion&iquest;they had a seminal effect on state formation, national identity, and emerging concepts of liberty and toleration. Readings will emphasize primary sources, including selections from Luther, Calvin, the radical reformers, and the Council of Trent.",3-5,Letter or Credit/No Credit,SEM,"Monday, Wednesday",1:30:00 PM - 2:50:00 PM,200-032,Nathan Lilje,Yes
HISTORY240,The History of Evolution (HISTORY 340),WAY-SI,"This course examines the history of evolutionary biology from its emergence around the middle of the eighteenth century.  We will consider the continual engagement of evolutionary theories of life with a larger, transforming context: philosophical, political, social, economic, institutional, aesthetic, artistic, literary.  Our goal will be to achieve a historical rich and nuanced understanding of how evolutionary thinking about life has developed to its current form.",4-5,Letter (ABCD/NP),COL,Monday,4:30:00 PM - 7:20:00 PM,200-202,Jessica Riskin,No
HISTORY243C,"People, Plants, and Medicine: Atlantic World Amerindian, African, and European Science (CSRE 243C, CSRE 443C, FEMGEN 443C, HISTORY 343C, HISTORY 443C)","GER:DB-SocSci, GER:EC-GlobalCom, WAY-EDP, WAY-SI","Explores the global circulation of plants, peoples, disease, medicines, technologies, and knowledge. Considers primarily Africans, Amerindians, and Europeans in the eighteenth-century Atlantic World and focuses on their exchanges in the Caribbean, in particular within the French and British empires. We also take examples from other knowledge traditions, where relevant. Readings treat science and medicine in relation to voyaging, the natural history of plants, environmental exchange, racism, and slavery in colonial contexts. Colonial sciences and medicines were important militarily and strategically for positioning emerging nation states in global struggles for land and resources. Upper-level undergrads must apply for 243C; please fill in this short form: https://forms.gle/XpUXwfT6ULiwC8P19 Graduate students taking the course as a one-quarter seminar should enroll in 343C. Graduate students taking the course as a two-part graduate research seminar should enroll in the 443C (Part I) in Winter and the 443D (Part II) in Spring.",4-5,Letter or Credit/No Credit,COL,Monday,1:30:00 PM - 4:20:00 PM,200-217,Londa Schiebinger,No
HISTORY244F,"New Directions in Gendered Innovations in Science, Medicine, Technology, and Environment (FEMGEN 344F, HISTORY 344F)","WAY-EDP, WAY-SI","Welcome! This is a new upper-level course in Gendered Innovations that explores how sex, gender, and intersectional analysis in research and design sparks discovery and innovation. This course focuses on sex and gender, and considers factors intersecting with sex and gender, including age, race, ethnicity, socioeconomic status, educational background, disabilities, geographic location, etc., where relevant. We will read new research touching on basic concepts, intersectional design, gendering social robots, new approaches to sustainability, what's new in biomedicine &amp; public health, facial recognition, inclusive crash test dummies, and more. As Director of Gendered Innovations, I work with the European Commission, Wellcome Trust, the U.S. National Institutes of Health and major journals on policy to support integrating sex, gender, and intersectional analysis into the design of research. The operative question is: how can this type of analysis lead to discovery &amp; innovation while enhancing social equity and environmental sustainability? Students will read and report on new research in weekly sessions and present a paper on a topic of their choice. We welcome open and respectful discussion. This course is open to upper-level undergraduate students and to graduate students by application https://forms.gle/2KmxUUnRSG2LNNSS6. Limited to 15.",4-5,Letter or Credit/No Credit,COL,Thursday,1:30:00 PM - 4:20:00 PM,200-032,Londa Schiebinger,No
HISTORY246A,History of West Africa (HISTORY 346A),,"This seminar investigates the social, political, cultural, and economic history of West and West-Central Africa from the earliest times to the present. This is a dynamic region, encompassing: 21 countries, about 1,000 languages, hundreds of ethnic and language groups, and varied religions and belief systems. This course explores the following themes:: Early Empires, Societies, and Technologies;  The Era of Atlantic Trade: 1700's-1800's;  Colonialism and Decolonization: ca. 1800-1960; Africa Today: States, Politics, and Culture after 1960; Islam, Culture, and Politics; Gender, Sexuality, and Family History; Culture, Arts, Music Literature. Course also explores how West Africans have shaped global history.",4-5,Letter (ABCD/NP),COL,Wednesday,9:30:00 AM - 12:20:00 PM,200-217,Rachel Jean-Baptiste,No
HISTORY247B,"Health, Healing, and the Body in African History (HISTORY 347B)",,"This course examines histories of healing and harming in Africa through the lens of the individual body and the body politic. The course begins with core concepts in the history of the body and African health histories. We then explore entanglements of health, politics, and the body in precolonial Africa. Historical case studies ask how colonialism reshaped ecological health, social and biological reproduction, therapeutics, the laboring body. Contemporary ase studies examine the legacies of this history, focusing on queer bodies and HIV, toxicity and pollution, and decolonizing global health. Theoretical anchors include Frantz Fanon, Achille Mbembe, Michel Foucault, Saidiya Hartman. Readings will draw from foundational scholarship on health and healing in Africa, recent pathbreaking work by African scholars, and fiction by Jennifer Makumbi, Octavia Butler, Chinua Achebe, and Ay&iquest;&iquest;b&aacute;mi Ad&eacute;b&aacute;y&iquest;&iquest;. No prior knowledge of African history is expected.",4-5,Letter or Credit/No Credit,COL,Tuesday,12:00:00 PM - 2:50:00 PM,200-217,,No
